actual_price,discount,name,price_without_discount,rating,specification,total_ratings
"₹49,999",16% off,"APPLE iPhone 12 mini (White, 64 GB)","₹,59,900",4.5,"64 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield,Industry-leading IP68 Water Resistance,All Screen OLED Display,12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording,Brand Warranty for 1 Year","1,26,356 Ratings "
"₹1,03,999",13% off,"APPLE iPhone 14 Plus (Purple, 512 GB)","₹,1,19,900",4.7,"512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","4,675 Ratings "
"₹1,25,999",15% off,"APPLE iPhone 13 Pro (Gold, 512 GB)","₹,1,49,900",4.7,"512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year","1,429 Ratings "
"₹66,999",10% off,"APPLE iPhone 12 (Red, 256 GB)","₹,74,900",4.6,"256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield,Industry-leading IP68 Water Resistance,All Screen OLED Display,12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording,Brand Warranty for 1 Year","1,87,375 Ratings "
"₹1,32,999",4% off,"APPLE iPhone 14 Pro (Silver, 256 GB)","₹,1,39,900",4.7,"256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,A16 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",840 Ratings 
"₹55,999",25% off,"APPLE iPhone 12 mini (Black, 256 GB)","₹,74,900",4.5,"256 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield,Industry-leading IP68 Water Resistance,All Screen OLED Display,12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording,Brand Warranty for 1 Year","1,26,356 Ratings "
"₹53,999",9% off,"APPLE iPhone 12 (Red, 64 GB)","₹,59,900",4.6,"64 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield,Industry-leading IP68 Water Resistance,All Screen OLED Display,12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording,Brand Warranty for 1 Year","1,87,375 Ratings "
"₹89,999",5% off,"APPLE iPhone 13 mini (Pink, 512 GB)","₹,94,900",4.5,"512 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year","3,166 Ratings "
"₹1,25,999",15% off,"APPLE iPhone 13 Pro (Silver, 512 GB)","₹,1,49,900",4.7,"512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year","1,429 Ratings "
"₹89,999",5% off,"APPLE iPhone 13 mini (Green, 512 GB)","₹,94,900",4.5,"512 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year","3,166 Ratings "
"₹1,72,999",3% off,"APPLE iPhone 14 Pro (Deep Purple, 1 TB)","₹,1,79,900",4.7,"1 TB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,A16 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",840 Ratings 
"₹89,999",9% off,"APPLE iPhone 13 (Pink, 512 GB)","₹,99,900",4.7,"512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year","1,94,061 Ratings "
"₹95,999",12% off,"APPLE iPhone 14 (Midnight, 512 GB)","₹,1,09,900",4.7,"512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","18,711 Ratings "
"₹1,34,999",15% off,"APPLE iPhone 13 Pro Max (Alpine Green, 512 GB)","₹,1,59,900",4.6,"512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year","1,848 Ratings "
"₹89,999",9% off,"APPLE iPhone 13 (Starlight, 512 GB)","₹,99,900",4.7,"512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year","1,94,061 Ratings "
"₹1,06,699",23% off,"APPLE iPhone 12 Pro (Silver, 512 GB)","₹,1,39,900",4.5,"512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield | Industry-leading IP68 Water Resistance,All Screen OLED Display,LiDAR Scanner for Improved AR Experiences, Night Mode Portraits,Brand Warranty for 1 Year","1,293 Ratings "
